nct_id;url_link;lead_sponsor;overall_status;results_reported;is_overdue;completion_date;results_date;download_date;brief_title;population_type
NCT01174641;https://clinicaltrials.gov/show/NCT01174641;University of Birmingham;Unknown status;False;True;2013-09-01;No;2019-09-18;Test of Trans-cranial Magnetic Stimulation (TMS) Intervention on Unilateral Neglect;2-no result and overdue
NCT01178021;https://clinicaltrials.gov/show/NCT01178021;University of Oxford;Completed;False;True;2014-02-01;No;2019-09-18;Estimating the Risk of Plasmodium Vivax Relapses in Afghanistan;2-no result and overdue
NCT01179061;https://clinicaltrials.gov/show/NCT01179061;University of Edinburgh;Unknown status;False;True;2011-08-01;No;2019-09-18;Investigating the Inotropic Potential of Apelin;2-no result and overdue
NCT00878007;https://clinicaltrials.gov/show/NCT00878007;London School of Hygiene and Tropical Medicine;Completed;False;True;2012-04-01;No;2019-09-18;Impact of Malaria Prevention on Health and Education in Kenyan Schoolchildren;2-no result and overdue
NCT00874692;https://clinicaltrials.gov/show/NCT00874692;London School of Hygiene and Tropical Medicine;Completed;False;True;2009-07-01;No;2019-09-18;Health and Environmental Effects of Boiler Management Systems in Social Housing;2-no result and overdue
NCT00878397;https://clinicaltrials.gov/show/NCT00878397;London School of Hygiene and Tropical Medicine;Completed;False;True;2010-07-01;No;2019-09-18;Impact of School-based Delivery of Long Lasting Insecticide Nets;2-no result and overdue
NCT00872469;https://clinicaltrials.gov/show/NCT00872469;London School of Hygiene and Tropical Medicine;Completed;False;True;2016-06-01;No;2019-09-18;World Maternal Antifibrinolytic Trial;2-no result and overdue
NCT00875732;https://clinicaltrials.gov/show/NCT00875732;University of Dundee;Completed;False;True;2010-09-01;No;2019-09-18;Choosing the Right Pacing Mode in Heart Failure - The CHOICE Trial;2-no result and overdue
NCT03995602;https://clinicaltrials.gov/show/NCT03995602;King's College London;Recruiting;False;False;2019-12-30;No;2019-09-18;The Effects of Dragon Fruit Consumption on Vascular Function.;3-no result and not yet overdue
NCT03994783;https://clinicaltrials.gov/show/NCT03994783;Imperial College London;Recruiting;False;False;2027-07-01;No;2019-09-18;Transplant Antibody-Mediated Rejection: Guiding Effective Treatments;3-no result and not yet overdue
NCT03994276;https://clinicaltrials.gov/show/NCT03994276;King's College London;Enrolling by invitation;False;False;2019-10-31;No;2019-09-18;The Postprandial Effects of Chick-Pea Consumption on Glucose, Insulin, and Gut Hormone Responses (PEA-POD).;3-no result and not yet overdue
NCT03997487;https://clinicaltrials.gov/show/NCT03997487;London School of Hygiene and Tropical Medicine;Recruiting;False;False;2020-09-30;No;2019-09-18;Smartphone App for Taking Images of Conjunctivae;3-no result and not yet overdue
NCT03998124;https://clinicaltrials.gov/show/NCT03998124;University College London;Completed;False;True;2015-07-01;No;2019-09-18;Peer Intervention for Social Skills (Brain Injury);2-no result and overdue
NCT03993418;https://clinicaltrials.gov/show/NCT03993418;University of Manchester;Recruiting;False;False;2019-10-30;No;2019-09-18;Physiological Effects of Stevia Consumption in Humans;3-no result and not yet overdue
NCT03999359;https://clinicaltrials.gov/show/NCT03999359;University of Manchester;Recruiting;False;False;2021-10-14;No;2019-09-18;A Self-Help Metacognitive Therapy for Cardiac Rehabilitation Patients (PATHWAY WS3);3-no result and not yet overdue
NCT03991780;https://clinicaltrials.gov/show/NCT03991780;Imperial College London;Recruiting;False;False;2021-02-01;No;2019-09-18;Fostamatinib in the Treatment of Chronic Active Antibody Mediated Rejection;3-no result and not yet overdue
NCT03992534;https://clinicaltrials.gov/show/NCT03992534;Imperial College London;Not yet recruiting;False;False;2021-10-01;No;2019-09-18;The FLIP-1 Study: Vaginal Lactobacillus Supplementation in Women at High Risk of Preterm Birth;3-no result and not yet overdue
NCT03995186;https://clinicaltrials.gov/show/NCT03995186;University of Oxford;Recruiting;False;False;2021-03-30;No;2019-09-18;Effects of Behavioural Activation on Emotional Cognition and Mood;3-no result and not yet overdue
NCT03996772;https://clinicaltrials.gov/show/NCT03996772;Imperial College London;Recruiting;False;False;2022-07-31;No;2019-09-18;PREvention of STroke in Intracerebral haemorrhaGE Survivors With Atrial Fibrillation;3-no result and not yet overdue
NCT03207126;https://clinicaltrials.gov/show/NCT03207126;Imperial College London;Recruiting;False;False;2019-08-20;No;2019-09-18;Pilot Study: Can Ultrasound Guided Biopsy be Used as an Alternative to Hysteroscopy?;3-no result and not yet overdue
NCT03203512;https://clinicaltrials.gov/show/NCT03203512;University of Reading;Recruiting;False;False;2019-08-01;No;2019-09-18;Fish Oil-derived N-3 Polyunsaturated Fatty Acids and Extracellular Vesicles;3-no result and not yet overdue
NCT03205839;https://clinicaltrials.gov/show/NCT03205839;University of Sheffield;Completed;False;True;2017-11-18;No;2019-09-18;Acceptance-based Self-help for Individuals With Visible Difference and Social Anxiety;2-no result and overdue
NCT03208517;https://clinicaltrials.gov/show/NCT03208517;King's College London;Completed;False;True;2017-05-07;No;2019-09-18;Improving Staff Attitudes and Care for People With Dementia: eLearning;2-no result and overdue
NCT03207061;https://clinicaltrials.gov/show/NCT03207061;Imperial College London;Recruiting;False;False;2019-08-20;No;2019-09-18;Can 3D Ultrasound be Used as an Alternative to MRI to Assess Myometrial Invasion in Endometrial Cancer?;3-no result and not yet overdue
NCT03203421;https://clinicaltrials.gov/show/NCT03203421;University of Oxford;Completed;False;True;2017-12-20;No;2019-09-18;A Safety and Efficacy Study of ChAdOx1 LS2 and MVA LS2;2-no result and overdue
NCT03207074;https://clinicaltrials.gov/show/NCT03207074;Imperial College London;Recruiting;False;False;2019-06-20;No;2019-09-18;Can the iKnife Distinguish Between Normal and Malignant Endometrial Tissue?;3-no result and not yet overdue
NCT03204175;https://clinicaltrials.gov/show/NCT03204175;London School of Hygiene and Tropical Medicine;Completed;False;True;2017-11-30;No;2019-09-18;Fit Plus: Assessing the Impact of a School-based Intervention on Toilet Quality;2-no result and overdue
NCT03208179;https://clinicaltrials.gov/show/NCT03208179;Liverpool School of Tropical Medicine;Not yet recruiting;False;False;2019-08-01;No;2019-09-18;Improving PRegnancy Outcomes With Intermittent preVEntive Treatment in Africa;3-no result and not yet overdue
NCT03200873;https://clinicaltrials.gov/show/NCT03200873;University of Nottingham;Completed;False;True;2017-12-30;No;2019-09-18;Effects of rTMS on Impulsivity and Empathy;2-no result and overdue
NCT02062593;https://clinicaltrials.gov/show/NCT02062593;Imperial College London;Completed;False;True;2017-08-01;No;2019-09-18;Objective Randomised Blinded Investigation With Optimal Medical Therapy of Angioplasty in Stable Angina;2-no result and overdue
NCT02062619;https://clinicaltrials.gov/show/NCT02062619;University College London;Completed;False;True;2016-07-01;No;2019-09-18;Brain Mechanisms Underlying Reading Improvement in Central Alexia;2-no result and overdue
NCT02062346;https://clinicaltrials.gov/show/NCT02062346;University of Edinburgh;Recruiting;False;False;2020-08-01;No;2019-09-18;Endothelin Antagonism in ANCA Vasculitis;3-no result and not yet overdue
NCT02064062;https://clinicaltrials.gov/show/NCT02064062;University College London;Unknown status;False;False;2018-12-01;No;2019-09-18;Autologous Stem Cells in Achilles Tendinopathy;3-no result and not yet overdue
NCT03866512;https://clinicaltrials.gov/show/NCT03866512;University of Exeter;Recruiting;False;False;2021-01-31;No;2019-09-18;Forearm Immobilization, Metabolic Health, and Muscle Loss;3-no result and not yet overdue
NCT03863366;https://clinicaltrials.gov/show/NCT03863366;University of Oxford;Completed;False;True;2017-08-08;No;2019-09-18;Effects of Acute Prucalopride Administration in Healthy Volunteers;2-no result and overdue
NCT03863665;https://clinicaltrials.gov/show/NCT03863665;University College London;Recruiting;False;False;2021-12-01;No;2019-09-18;Prevention of Hypertensive Injury to the Brain by Intensive Treatment in IntraCerebral Haemorrhage (PROHIBIT-ICH);3-no result and not yet overdue
NCT03868228;https://clinicaltrials.gov/show/NCT03868228;Imperial College London;Recruiting;False;False;2021-09-30;No;2019-09-18;PIPAC for the Treatment of Colorectal Peritoneal Metastases;3-no result and not yet overdue
NCT03861741;https://clinicaltrials.gov/show/NCT03861741;University of Leicester;Recruiting;False;False;2019-09-01;No;2019-09-18;A Study to Evaluate the Feasibility of Screening Relatives of Patients Affected by Non-Syndromic Thoracic Aortic Diseases;3-no result and not yet overdue
NCT03860337;https://clinicaltrials.gov/show/NCT03860337;Newcastle University;Not yet recruiting;False;False;2019-07-01;No;2019-09-18;The Effect of Alginate on Carbohydrate and Fat Digestion in a Mixed Meal;3-no result and not yet overdue
NCT01678846;https://clinicaltrials.gov/show/NCT01678846;London School of Hygiene and Tropical Medicine;Completed;True;True;2014-07-01;2015-10-08;2019-09-18;Good Schools Study;1-result posted and overdue
NCT01679119;https://clinicaltrials.gov/show/NCT01679119;University College London;Active, not recruiting;False;False;2019-03-01;No;2019-09-18;Treatment of Patients With Diffuse Large B Cell Lymphoma Who Are Not Suitable for Anthracycline Containing Chemotherapy;3-no result and not yet overdue
NCT01671228;https://clinicaltrials.gov/show/NCT01671228;University of Leeds;Completed;False;True;2014-03-01;No;2019-09-18;Developing and Evaluating the Yorkshire Dialysis Decision Aid;2-no result and overdue
NCT01670149;https://clinicaltrials.gov/show/NCT01670149;University of Nottingham;Completed;False;True;2016-07-01;No;2019-09-18;Rifaximin for Preventing Relapse of Clostridium Associated Diarrhoea;2-no result and overdue
NCT01674933;https://clinicaltrials.gov/show/NCT01674933;University of Glasgow;Completed;False;True;2017-08-31;No;2019-09-18;Fluoride Varnish For Childsmile Nursery School Attenders;2-no result and overdue
NCT01678430;https://clinicaltrials.gov/show/NCT01678430;University of Liverpool;Unknown status;False;True;2017-12-01;No;2019-09-18;A Trial Looking at Ofatumumab for People With Chronic Lymphocytic Leukaemia Who Cannot Have More Intensive Treatment;2-no result and overdue
NCT00939419;https://clinicaltrials.gov/show/NCT00939419;University of Leeds;Completed;False;True;2006-12-01;No;2019-09-18;The Effectiveness of Health Facility-based and Community-based Care for Tuberculosis;2-no result and overdue
NCT00935688;https://clinicaltrials.gov/show/NCT00935688;London School of Hygiene and Tropical Medicine;Completed;False;True;2010-10-01;No;2019-09-18;Examination of ACT Implementation in a Vivax / Falciparum Co-endemic Area;2-no result and overdue
NCT00934492;https://clinicaltrials.gov/show/NCT00934492;University of Oxford;Completed;False;True;2014-04-01;No;2019-09-18;Cotrimoxazole Prophylaxis in Severely Malnourished Children;2-no result and overdue
NCT00936767;https://clinicaltrials.gov/show/NCT00936767;University of Oxford;Withdrawn;False;False;2010-10-01;No;2019-09-18;Artemisone for the Treatment of Uncomplicated Falciparum Malaria in Western Cambodia;3-no result and not yet overdue
NCT00937131;https://clinicaltrials.gov/show/NCT00937131;University College London;Unknown status;False;True;2010-06-01;No;2019-09-18;The Use of Rituximab in Acute Thrombotic Thrombocytopenic Purpura (TTP);2-no result and overdue
NCT00938379;https://clinicaltrials.gov/show/NCT00938379;London School of Hygiene and Tropical Medicine;Unknown status;False;True;2010-12-01;No;2019-09-18;Clinical Evaluation of Insect Repellent and Insecticide Treated Nets in Lao PDR;2-no result and overdue
NCT00932854;https://clinicaltrials.gov/show/NCT00932854;University College London Hospitals;Unknown status;False;True;2011-04-01;No;2019-09-18;A Clinical tRial of Endobronchial Ultrasound for the Diagnosis of MEDiastinal lymphadenopathY (REMEDY);2-no result and overdue
NCT00939848;https://clinicaltrials.gov/show/NCT00939848;University College London;Completed;False;True;2012-09-01;No;2019-09-18;Cediranib Versus Placebo Plus Cisplatin/Gemcitabine Chemotherapy for Patients With Advanced Biliary Tract Cancers;2-no result and overdue
NCT00934700;https://clinicaltrials.gov/show/NCT00934700;Imperial College London;Completed;False;True;2014-09-01;No;2019-09-18;Neuroprotective Effects of Hypothermia Combined With Inhaled Xenon Following Perinatal Asphyxia;2-no result and overdue
NCT01991314;https://clinicaltrials.gov/show/NCT01991314;Queen Mary University of London;Completed;True;True;2015-06-01;2016-11-15;2019-09-18;Treatment of Iron Deficiency Anaemia in Inflammatory Bowel Disease With Ferrous Sulphate;1-result posted and overdue
NCT01998191;https://clinicaltrials.gov/show/NCT01998191;Imperial College London;Unknown status;False;True;2014-09-01;No;2019-09-18;Avoidable Mortality Case Note Review Trial;2-no result and overdue
NCT01995799;https://clinicaltrials.gov/show/NCT01995799;University of Edinburgh;Unknown status;False;True;2015-06-01;No;2019-09-18;IRon Nanoparticle Enhanced MRI in the Assessment of Myocardial infarctioN;2-no result and overdue
NCT01994135;https://clinicaltrials.gov/show/NCT01994135;University of Leeds;Completed;False;True;2015-03-01;No;2019-09-18;Effects of Carbohydrase-inhibiting Polyphenols on Glycaemic Response in Vivo;2-no result and overdue
NCT01997112;https://clinicaltrials.gov/show/NCT01997112;University of Edinburgh;Unknown status;False;False;2018-10-01;No;2019-09-18;PAracetamol Treatment in Hypertension: Effect on Blood Pressure (PATH-BP) Study;3-no result and not yet overdue
NCT03925025;https://clinicaltrials.gov/show/NCT03925025;University of Edinburgh;Not yet recruiting;False;False;2024-06-01;No;2019-09-18;Effectiveness of Calcium Channel Blockade for OP and Carbamate Pesticide Poisoning;3-no result and not yet overdue
NCT03920384;https://clinicaltrials.gov/show/NCT03920384;University of Edinburgh;Recruiting;False;False;2019-12-01;No;2019-09-18;Improving Psychological Therapy for Psychosis: A Case Series;3-no result and not yet overdue
NCT03923205;https://clinicaltrials.gov/show/NCT03923205;University of Aberdeen;Recruiting;False;False;2020-09-07;No;2019-09-18;Assessing the Effects of a Buckwheat Beverage on Postprandial Glucose Metabolism on Healthy and T2D Individuals;3-no result and not yet overdue
NCT03925259;https://clinicaltrials.gov/show/NCT03925259;University of Sheffield;Completed;False;True;2013-01-01;No;2019-09-18;Dismantling the Efficacy of Self-As-Context During Acceptance and Commitment Therapy;2-no result and overdue
NCT03923725;https://clinicaltrials.gov/show/NCT03923725;University of Oxford;Not yet recruiting;False;False;2022-07-15;No;2019-09-18;A Study by the Development of Triple Artemisinin Combination Therapies (DeTACT) Collaboration (Africa);3-no result and not yet overdue
NCT03920176;https://clinicaltrials.gov/show/NCT03920176;University of Edinburgh;Not yet recruiting;False;False;2023-10-01;No;2019-09-18;Computed Tomography Coronary Angiography for the Prevention of Myocardial Infarction (The SCOT-HEART 2 Trial);3-no result and not yet overdue
NCT03920371;https://clinicaltrials.gov/show/NCT03920371;University of Leicester;Completed;False;False;2018-09-10;No;2019-09-18;Evaluation of a Prototype Hand Held Hybrid Gamma Camera;3-no result and not yet overdue
NCT03920111;https://clinicaltrials.gov/show/NCT03920111;University of Liverpool;Not yet recruiting;False;False;2019-12-31;No;2019-09-18;Flavivirus Cross-priming Potential of IMOJEV;3-no result and not yet overdue
NCT01971242;https://clinicaltrials.gov/show/NCT01971242;University College London;Completed;False;True;2016-05-01;No;2019-09-18;Trial of Exenatide for Parkinson's Disease;2-no result and overdue
NCT01971216;https://clinicaltrials.gov/show/NCT01971216;University College London;Completed;False;True;2015-03-01;No;2019-09-18;Mother-infant Signalling During Breastfeeding;2-no result and overdue
NCT01977911;https://clinicaltrials.gov/show/NCT01977911;University College London;Withdrawn;False;False;2018-05-25;No;2019-09-18;Clinical Trial of Stem Cell Based Tissue Engineered Laryngeal Implants;3-no result and not yet overdue
NCT01443234;https://clinicaltrials.gov/show/NCT01443234;University of Oxford;Completed;False;True;2013-04-01;No;2019-09-18;OxIGen: Oxford Imagery Generation: Investigating the Effects of an Internet Based Computer Program in Depression;2-no result and overdue
NCT01440140;https://clinicaltrials.gov/show/NCT01440140;University of Cambridge;Completed;False;True;2013-12-01;No;2019-09-18;Closing the Loop in Adults With Type 1 Diabetes in the Home Setting;2-no result and overdue
NCT01443806;https://clinicaltrials.gov/show/NCT01443806;University of Oxford;Completed;False;True;2012-12-01;No;2019-09-18;Characterisation of the Human Carboxylesterase 1 (CES1) Mutations in Thailand;2-no result and overdue
NCT01444469;https://clinicaltrials.gov/show/NCT01444469;Imperial College London;Completed;False;True;2014-06-01;No;2019-09-18;AZithromycin Against pLacebo in Exacerbations of Asthma;2-no result and overdue
NCT01440842;https://clinicaltrials.gov/show/NCT01440842;University of Cambridge;Completed;False;True;2012-10-01;No;2019-09-18;Closed Loop Glucose Control in Intensive Care Unit;2-no result and overdue
NCT01442766;https://clinicaltrials.gov/show/NCT01442766;Imperial College London;Unknown status;False;True;2013-11-01;No;2019-09-18;Donepezil Trial for Motor Recovery in Acute Stroke;2-no result and overdue
NCT01443416;https://clinicaltrials.gov/show/NCT01443416;University of Oxford;Completed;False;True;2013-08-01;No;2019-09-18;An Alternative Booster Vaccine Against Meningitis and Ear Infections;2-no result and overdue
NCT01447628;https://clinicaltrials.gov/show/NCT01447628;Imperial College London;Completed;False;True;2017-12-22;No;2019-09-18;IV Iron Replacement for Iron Deficiency in Idiopathic Pulmonary Arterial Hypertension (IPAH) Patients;2-no result and overdue
NCT03854097;https://clinicaltrials.gov/show/NCT03854097;University of Dundee;Recruiting;False;False;2021-09-01;No;2019-09-18;Effect of Intermittent Pressure in Patients With PAD;3-no result and not yet overdue
NCT03853941;https://clinicaltrials.gov/show/NCT03853941;University of Nottingham;Not yet recruiting;False;False;2019-12-01;No;2019-09-18;Adherence to Activity Limitations in Diabetes;3-no result and not yet overdue
NCT03857347;https://clinicaltrials.gov/show/NCT03857347;University of Edinburgh;Not yet recruiting;False;False;2019-12-01;No;2019-09-18;Psychoeducation Group Intervention for FND;3-no result and not yet overdue
NCT03853395;https://clinicaltrials.gov/show/NCT03853395;University of Manchester;Not yet recruiting;False;False;2021-02-01;No;2019-09-18;BIOTIPRA: BIOmarker-guided Treatment Decisions In Psoriatic and Rheumatoid Arthritis;3-no result and not yet overdue
NCT03858192;https://clinicaltrials.gov/show/NCT03858192;University of Birmingham;Recruiting;False;False;2021-07-01;No;2019-09-18;Understanding Acute Sarcopenia;3-no result and not yet overdue
NCT03853382;https://clinicaltrials.gov/show/NCT03853382;University of Manchester;Not yet recruiting;False;False;2021-09-01;No;2019-09-18;Cognitive Analytic Therapy-informed Containment for Self-Harm (CATCH);3-no result and not yet overdue
NCT03850301;https://clinicaltrials.gov/show/NCT03850301;Imperial College London;Recruiting;False;False;2021-06-01;No;2019-09-18;Validation of the 18 kiloDalton Translocator Protein (TSPO) as a Novel Neuroimmunodulatory Target;3-no result and not yet overdue
NCT03850496;https://clinicaltrials.gov/show/NCT03850496;Imperial College London;Completed;True;True;2016-08-31;2019-06-10;2019-09-18;DESIVI: Dosing of Electrical Stimulation in Venous Insufficiency;1-result posted and overdue
NCT03855332;https://clinicaltrials.gov/show/NCT03855332;University of Oxford;Recruiting;False;False;2021-12-01;No;2019-09-18;Oxford Haemodynamic Adaptation to Reduce Pulsatility Trial;3-no result and not yet overdue
NCT00411320;https://clinicaltrials.gov/show/NCT00411320;University of Glasgow;Completed;False;True;2010-08-01;No;2019-09-18;Determinants of Corticosteroid Insensitivity in Smokers With Asthma;2-no result and overdue
NCT00416897;https://clinicaltrials.gov/show/NCT00416897;University of Glasgow;Completed;False;True;Not given;No;2019-09-18;Dexamethasone and Chemotherapy With or Without Plasma Exchange in Patients With Newly Diagnosed Multiple Myeloma and Acute Kidney Failure;2-no result and overdue
NCT00415233;https://clinicaltrials.gov/show/NCT00415233;University College London;Active, not recruiting;False;True;2011-06-01;No;2019-09-18;High Dose vs Low Dose I 131 +/- rhTSH for Differentiated Thyroid Cancer;2-no result and overdue
NCT00413998;https://clinicaltrials.gov/show/NCT00413998;Imperial College London;Completed;False;True;2012-04-01;No;2019-09-18;Randomised Ischaemic Mitral Evaluation (RIME) Trial;2-no result and overdue
NCT01954563;https://clinicaltrials.gov/show/NCT01954563;University of Oxford;Completed;False;True;2016-01-01;No;2019-09-18;Study Evaluating Aerosol and Intradermal Administration of a Candidate Tuberculosis (TB) Vaccine, MVA85A, as a Way to Increase Immune Response and Avoid Anti-vector Immunity;2-no result and overdue
NCT01954693;https://clinicaltrials.gov/show/NCT01954693;Cardiff University;Active, not recruiting;False;True;2018-08-06;No;2019-09-18;A Study of Everolimus in the Treatment of Neurocognitive Problems in Tuberous Sclerosis;2-no result and overdue
NCT01955512;https://clinicaltrials.gov/show/NCT01955512;University of Southampton;Unknown status;False;True;2014-05-01;No;2019-09-18;Effect of Clopidogrel on Allergen Challenge in Asthma;2-no result and overdue
NCT01951404;https://clinicaltrials.gov/show/NCT01951404;University of Dundee;Completed;False;True;2016-08-01;No;2019-09-18;Does ALlopurinol Regress lefT Ventricular Hypertrophy in End Stage REnal Disease: The ALTERED Study;2-no result and overdue
NCT01349543;https://clinicaltrials.gov/show/NCT01349543;Imperial College London;Completed;False;True;2013-10-01;No;2019-09-18;The Development of a Human Model of Respiratory Syncytial Virus Infection;2-no result and overdue
NCT01344473;https://clinicaltrials.gov/show/NCT01344473;University of Dundee;Completed;False;True;2013-08-01;No;2019-09-18;A Trial of Tooth Mousse to Remineralise Post-orthodontic Treatment White Spot Lesions;2-no result and overdue
NCT01348763;https://clinicaltrials.gov/show/NCT01348763;Imperial College London;Completed;False;True;2012-02-01;No;2019-09-18;The Maraviroc Darunavir/Ritonavir Once Daily Pharmacokinetic Study;2-no result and overdue
NCT01347177;https://clinicaltrials.gov/show/NCT01347177;Queen Mary University of London;Unknown status;False;True;2018-04-01;No;2019-09-18;Clinical Trial of Zirconia and Metal Adhesive Bridges;2-no result and overdue
NCT01344551;https://clinicaltrials.gov/show/NCT01344551;University of Reading;Completed;False;True;2013-01-01;No;2019-09-18;Effects of Cocoa Flavanols on Human Cognitive Function;2-no result and overdue
NCT01032031;https://clinicaltrials.gov/show/NCT01032031;University of Manchester;Completed;False;True;2012-08-01;No;2019-09-18;The Effect of Green Tea and Vitamin C on Skin Health;2-no result and overdue
NCT01038063;https://clinicaltrials.gov/show/NCT01038063;Liverpool School of Tropical Medicine;Unknown status;False;True;2013-09-01;No;2019-09-18;Safety and Effectiveness of Artemisinin-based Combination Therapies (ACTs) With Repeated Treatments for Uncomplicated Falciparum Malaria Over a Three-year Period;2-no result and overdue
NCT01032083;https://clinicaltrials.gov/show/NCT01032083;Imperial College London;Completed;False;True;2014-12-01;No;2019-09-18;Antidepressant Controlled Trial for Negative Symptoms in Schizophrenia;2-no result and overdue
NCT01032343;https://clinicaltrials.gov/show/NCT01032343;University of Manchester;Completed;False;True;2010-07-01;No;2019-09-18;An Immunonutritional Approach to the Prevention of Skin Cancer;2-no result and overdue
NCT02302664;https://clinicaltrials.gov/show/NCT02302664;University of Oxford;Recruiting;False;True;2018-01-01;No;2019-09-18;PATH-2: Platelet Rich Plasma in Achilles Tendon Healing;2-no result and overdue
NCT02308527;https://clinicaltrials.gov/show/NCT02308527;University of Birmingham;Recruiting;False;False;2020-10-01;No;2019-09-18;Activity Study of Bevacizumab With Temozolomide ± Irinotecan for Neuroblastoma in Children;3-no result and not yet overdue
NCT02308072;https://clinicaltrials.gov/show/NCT02308072;University College London;Recruiting;False;False;2019-06-01;No;2019-09-18;Phase I Study of Olaparib Combined With Cisplatin-based Chemoradiotherapy to Treat Locally Advanced Head and Neck Cancer;3-no result and not yet overdue
NCT02302014;https://clinicaltrials.gov/show/NCT02302014;University of Edinburgh;Completed;False;True;2015-05-01;No;2019-09-18;Palliative Care for Patients With Advanced Heart Disease;2-no result and overdue
NCT02309489;https://clinicaltrials.gov/show/NCT02309489;London School of Hygiene and Tropical Medicine;Completed;True;True;2016-07-01;2018-12-14;2019-09-18;Involving Men in Maternity Care in Burkina Faso;1-result posted and overdue
NCT02304276;https://clinicaltrials.gov/show/NCT02304276;University of Edinburgh;Enrolling by invitation;False;False;2019-07-01;No;2019-09-18;18F-Fluoride Assessment of Aortic Bioprosthesis Durability and Outcome;3-no result and not yet overdue
NCT02308449;https://clinicaltrials.gov/show/NCT02308449;University of Oxford;Completed;False;True;2015-12-01;No;2019-09-18;Iron Status and Human Metabolism;2-no result and overdue
NCT02309112;https://clinicaltrials.gov/show/NCT02309112;University of Oxford;Completed;True;True;2014-08-01;2014-12-15;2019-09-18;Yoga in Adult Cancer: A Feasibility Trial;1-result posted and overdue
NCT02308982;https://clinicaltrials.gov/show/NCT02308982;University of Oxford;Active, not recruiting;False;False;2019-02-01;No;2019-09-18;Investigating the Role of Early Intravenous Immunoglobulin Treatment for Children With Encephalitis;3-no result and not yet overdue
NCT02308722;https://clinicaltrials.gov/show/NCT02308722;University of Oxford;Unknown status;False;True;2017-05-01;No;2019-09-18;SBRT Pre-operatively for Pancreatic Cancer;2-no result and overdue
NCT02308397;https://clinicaltrials.gov/show/NCT02308397;University of Aberdeen;Recruiting;False;True;2018-03-01;No;2019-09-18;Bakery Products for Non-Coeliac Gluten Sensitive Consumers;2-no result and overdue
NCT02300220;https://clinicaltrials.gov/show/NCT02300220;Imperial College London;Completed;False;False;2019-01-22;No;2019-09-18;Targeted Retreatment of COPD Exacerbations;3-no result and not yet overdue
NCT02305069;https://clinicaltrials.gov/show/NCT02305069;University of Nottingham;Completed;False;True;2011-10-01;No;2019-09-18;Effect of Obesity-derived Cytokines on Protein Turnover and Carbohydrate Metabolism in Human Skeletal Muscle;2-no result and overdue
NCT02305940;https://clinicaltrials.gov/show/NCT02305940;Imperial College London;Completed;False;True;2017-07-12;No;2019-09-18;Effects of Long Term Antibiotic Therapy on Exacerbation Rate in Stable COPD Patients;2-no result and overdue
NCT02301312;https://clinicaltrials.gov/show/NCT02301312;University College London;Not yet recruiting;False;False;2023-04-01;No;2019-09-18;Clinical Study of POSS-PCU Vascular Grafts for Vascular Access;3-no result and not yet overdue
NCT03146949;https://clinicaltrials.gov/show/NCT03146949;University of Edinburgh;Unknown status;False;True;2017-06-30;No;2019-09-18;Blood Isoflurane Concentration and the Oxygenator;2-no result and overdue
NCT03141866;https://clinicaltrials.gov/show/NCT03141866;University of Birmingham;Recruiting;False;False;2019-08-09;No;2019-09-18;Seated Physical Activity in Ageing;3-no result and not yet overdue
NCT03141879;https://clinicaltrials.gov/show/NCT03141879;University of Birmingham;Not yet recruiting;False;False;2019-08-01;No;2019-09-18;Keeping Active in Residential Elderly;3-no result and not yet overdue
NCT03141203;https://clinicaltrials.gov/show/NCT03141203;University of Birmingham;Recruiting;False;False;2019-08-01;No;2019-09-18;Evaluation of the Combination of Romidepsin and Carfilzomib in Relapsed/Refractory Peripheral T Cell Lymphoma Patients;3-no result and not yet overdue
NCT03143478;https://clinicaltrials.gov/show/NCT03143478;University of Southampton;Unknown status;False;True;2017-11-01;No;2019-09-18;Mechanical Muscle Activity With Real-time Kinematics (M-MARK): A Novel Combination of Existing Technologies to Improve Arm Recovery Following Stroke;2-no result and overdue
NCT03146689;https://clinicaltrials.gov/show/NCT03146689;University of Nottingham;Completed;False;False;2018-10-16;No;2019-09-18;Ibuprofen Gel or Capsaicin Cream for my Painful Knee Osteoarthritis?;3-no result and not yet overdue
NCT03143218;https://clinicaltrials.gov/show/NCT03143218;London School of Hygiene and Tropical Medicine;Active, not recruiting;False;False;2020-01-15;No;2019-09-18;Seasonal Malaria Vaccination (RTS,S/AS01) and Seasonal Malaria Chemoprevention (SP/AQ);3-no result and not yet overdue
NCT03144193;https://clinicaltrials.gov/show/NCT03144193;University of Manchester;Unknown status;False;True;2017-12-01;No;2019-09-18;Efficacy in Daily Use of a Novel Skin Care Product for the Treatment of Photoaged Skin;2-no result and overdue
NCT03141710;https://clinicaltrials.gov/show/NCT03141710;University of Aberdeen;Unknown status;False;True;2018-06-30;No;2019-09-18;Commercial Prebiotic Supplement Study;2-no result and overdue
NCT03146286;https://clinicaltrials.gov/show/NCT03146286;University of Nottingham;Completed;False;True;2015-12-03;No;2019-09-18;Skeletal Muscle Protein Metabolism and Insulin Sensitivity in Overweight Individuals: Effects of Meals With Various Fatty Acid Compositions;2-no result and overdue
NCT03144518;https://clinicaltrials.gov/show/NCT03144518;University of Nottingham;Completed;True;True;2017-11-01;2019-01-31;2019-09-18;Mood and Influenza Vaccine Response: A Feasibility Trial;1-result posted and overdue
